ID,Year,Rank,Title,Artist,Source
198601,1986,1,That's What Friends Are For,"Dionne and Friends (Dionne Warwick, Gladys Knight, Elton John and Stevie Wonder)",https://genius.com/Dionne-warwick-thats-what-friends-are-for-lyrics
198602,1986,2,"Say You, Say Me",Lionel Richie,https://genius.com/Lionel-richie-say-you-say-me-lyrics
198603,1986,3,I Miss You,Klymaxx,https://genius.com/Klymaxx-i-miss-you-lyrics
198604,1986,4,On My Own,Patti LaBelle and Michael McDonald,https://genius.com/Patti-labelle-on-my-own-lyrics
198605,1986,5,Broken Wings,Mr. Mister,https://genius.com/Mr-mister-broken-wings-lyrics
198606,1986,6,How Will I Know,Whitney Houston,https://genius.com/Whitney-houston-how-will-i-know-lyrics
198607,1986,7,Party All the Time,Eddie Murphy,https://genius.com/Eddie-murphy-party-all-the-time-lyrics
198608,1986,8,Burning Heart,Survivor,https://genius.com/Survivor-burning-heart-lyrics
198609,1986,9,Kyrie,Mr. Mister,https://genius.com/Mr-mister-kyrie-lyrics
198610,1986,10,Addicted to Love,Robert Palmer,https://genius.com/Robert-palmer-addicted-to-love-lyrics
198501,1985,1,Careless Whisper,Wham!,https://genius.com/Wham-careless-whisper-lyrics
198502,1985,2,Like a Virgin,Madonna,https://genius.com/Madonna-like-a-virgin-lyrics
198503,1985,3,Wake Me Up Before You Go-Go,Wham!,https://genius.com/Wham-wake-me-up-before-you-go-go-lyrics
198504,1985,4,I Want to Know What Love Is,Foreigner,https://genius.com/Foreigner-i-want-to-know-what-love-is-lyrics
198505,1985,5,I Feel for You,Chaka Khan,https://genius.com/Chaka-khan-i-feel-for-you-lyrics
198506,1985,6,Out of Touch,Daryl Hall & John Oates,https://genius.com/Hall-and-oates-out-of-touch-lyrics
198507,1985,7,Everybody Wants to Rule the World,Tears for Fears,https://genius.com/Tears-for-fears-everybody-wants-to-rule-the-world-lyrics
198508,1985,8,Money for Nothing,Dire Straits,https://genius.com/Dire-straits-money-for-nothing-lyrics
198509,1985,9,Crazy for You,Madonna,https://genius.com/Madonna-crazy-for-you-lyrics
198510,1985,10,Take On Me,a-ha,https://genius.com/A-ha-take-on-me-lyrics
198401,1984,1,When Doves Cry,Prince,https://genius.com/Prince-and-the-revolution-when-doves-cry-lyrics
198402,1984,2,What's Love Got to Do with It,Tina Turner,https://genius.com/Tina-turner-whats-love-got-to-do-with-it-lyrics
198403,1984,3,Say Say Say,Paul McCartney and Michael Jackson,https://genius.com/Paul-mccartney-say-say-say-lyrics
198404,1984,4,Footloose,Kenny Loggins,https://genius.com/Kenny-loggins-footloose-lyrics
198405,1984,5,Against All Odds (Take a Look at Me Now),Phil Collins,https://genius.com/Phil-collins-against-all-odds-take-a-look-at-me-now-lyrics
198406,1984,6,Jump,Van Halen,https://genius.com/Van-halen-jump-lyrics
198407,1984,7,Hello,Lionel Richie,https://genius.com/Lionel-richie-hello-lyrics
198408,1984,8,Owner of a Lonely Heart,Yes,https://genius.com/Yes-owner-of-a-lonely-heart-lyrics
198409,1984,9,Ghostbusters,Ray Parker Jr.,https://genius.com/Ray-parker-jr-ghostbusters-lyrics
198410,1984,10,Karma Chameleon,Culture Club,https://genius.com/Culture-club-karma-chameleon-lyrics
198301,1983,1,Every Breath You Take,The Police,https://genius.com/The-police-every-breath-you-take-lyrics
198302,1983,2,Billie Jean,Michael Jackson,https://genius.com/Michael-jackson-billie-jean-lyrics
198303,1983,3,Flashdance... What a Feeling,Irene Cara,https://genius.com/Irene-cara-flashdance-what-a-feeling-lyrics
198304,1983,4,Down Under,Men at Work,https://genius.com/Men-at-work-down-under-lyrics
198305,1983,5,Beat It,Michael Jackson,https://genius.com/Michael-jackson-beat-it-lyrics
198306,1983,6,Total Eclipse of the Heart,Bonnie Tyler,https://genius.com/Bonnie-tyler-total-eclipse-of-the-heart-lyrics
198307,1983,7,Maneater,Hall & Oates,https://genius.com/Hall-and-oates-maneater-lyrics
198308,1983,8,"Baby, Come to Me",Patti Austin and James Ingram,https://genius.com/Patti-austin-baby-come-to-me-lyrics
198309,1983,9,Maniac,Michael Sembello,https://genius.com/Michael-sembello-maniac-lyrics
198310,1983,10,Sweet Dreams (Are Made of This),Eurythmics,https://genius.com/Eurythmics-sweet-dreams-are-made-of-this-lyrics
198201,1982,1,Physical,Olivia Newton-John,https://genius.com/Olivia-newton-john-physical-lyrics
198202,1982,2,Eye of the Tiger,Survivor,https://genius.com/Survivor-eye-of-the-tiger-lyrics
198203,1982,3,I Love Rock 'n Roll,Joan Jett & The Blackhearts,https://genius.com/Joan-jett-and-the-blackhearts-i-love-rock-n-roll-lyrics
198204,1982,4,Ebony and Ivory,Paul McCartney and Stevie Wonder,https://genius.com/Paul-mccartney-ebony-and-ivory-lyrics
198205,1982,5,Centerfold,The J. Geils Band,https://genius.com/The-j-geils-band-centerfold-lyrics
198206,1982,6,Don't You Want Me,The Human League,https://genius.com/The-human-league-dont-you-want-me-lyrics
198207,1982,7,Jack & Diane,John Cougar,https://genius.com/John-mellencamp-jack-and-diane-lyrics
198208,1982,8,Hurts So Good,John Cougar,https://genius.com/John-mellencamp-hurts-so-good-lyrics
198209,1982,9,Abracadabra,Steve Miller Band,https://genius.com/Steve-miller-band-abracadabra-lyrics
198210,1982,10,Hard to Say I'm Sorry,Chicago,https://genius.com/Chicago-hard-to-say-im-sorry-lyrics
198101,1981,1,Bette Davis Eyes,Kim Carnes,https://genius.com/Kim-carnes-bette-davis-eyes-lyrics
198102,1981,2,Endless Love,Diana Ross & Lionel Richie,https://genius.com/Lionel-richie-and-diana-ross-endless-love-lyrics
198103,1981,3,Lady,Kenny Rogers,https://genius.com/Kenny-rogers-lady-lyrics
198104,1981,4,(Just Like) Starting Over,John Lennon,https://genius.com/John-lennon-just-like-starting-over-lyrics
198105,1981,5,Jessie's Girl,Rick Springfield,https://genius.com/Rick-springfield-jessies-girl-lyrics
198106,1981,6,Celebration,Kool & the Gang,https://genius.com/Kool-and-the-gang-celebration-lyrics
198107,1981,7,Kiss on My List,Hall & Oates,https://genius.com/Hall-and-oates-kiss-on-my-list-lyrics
198108,1981,8,I Love a Rainy Night,Eddie Rabbitt,https://genius.com/Eddie-rabbitt-i-love-a-rainy-night-lyrics
198109,1981,9,9 To 5,Dolly Parton,https://genius.com/Dolly-parton-9-to-5-lyrics
198110,1981,10,Keep on Loving You,REO Speedwagon,https://genius.com/Reo-speedwagon-keep-on-loving-you-lyrics
198001,1980,1,Call Me,Blondie,https://genius.com/Blondie-call-me-lyrics
198002,1980,2,"Another Brick in the Wall, Part II",Pink Floyd,https://genius.com/Pink-floyd-another-brick-in-the-wall-pt-2-lyrics
198003,1980,3,Magic,Olivia Newton-John,https://genius.com/Olivia-newton-john-magic-lyrics
198004,1980,4,Rock with You,Michael Jackson,https://genius.com/Michael-jackson-rock-with-you-lyrics
198005,1980,5,Do That to Me One More Time,Captain & Tennille,https://genius.com/Captain-and-tennille-do-that-to-me-one-more-time-lyrics
198006,1980,6,Crazy Little Thing Called Love,Queen,https://genius.com/Queen-crazy-little-thing-called-love-lyrics
198007,1980,7,Coming Up,Paul McCartney,https://genius.com/Paul-mccartney-coming-up-lyrics
198008,1980,8,Funkytown,Lipps Inc,https://genius.com/Lipps-inc-funkytown-lyrics
198009,1980,9,It's Still Rock and Roll to Me,Billy Joel,https://genius.com/Billy-joel-its-still-rock-and-roll-to-me-lyrics
198010,1980,10,The Rose,Bette Midler,https://genius.com/Bette-midler-the-rose-lyrics
197901,1979,1,My Sharona,The Knack,https://genius.com/The-knack-my-sharona-lyrics
197902,1979,2,Bad Girls,Donna Summer,https://genius.com/Donna-summer-bad-girls-lyrics
197903,1979,3,Da Ya Think I'm Sexy?,Rod Stewart,https://genius.com/Rod-stewart-da-ya-think-im-sexy-lyrics
197904,1979,4,Reunited,Peaches & Herb,https://genius.com/Peaches-and-herb-reunited-lyrics
197905,1979,5,I Will Survive,Gloria Gaynor,https://genius.com/Gloria-gaynor-i-will-survive-lyrics
197906,1979,6,Hot Stuff,Donna Summer,https://genius.com/Donna-summer-hot-stuff-lyrics
197907,1979,7,Y.M.C.A.,Village People,https://genius.com/Village-people-ymca-lyrics
197908,1979,8,Ring My Bell,Anita Ward,https://genius.com/Anita-ward-ring-my-bell-lyrics
197909,1979,9,Sad Eyes,Robert John,https://genius.com/Robert-john-sad-eyes-lyrics
197910,1979,10,Too Much Heaven,Bee Gees,https://genius.com/Bee-gees-too-much-heaven-lyrics
197801,1978,1,Shadow Dancing,Andy Gibb,https://genius.com/Andy-gibb-shadow-dancing-lyrics
197802,1978,2,Night Fever,Bee Gees,https://genius.com/Bee-gees-night-fever-lyrics
197803,1978,3,You Light Up My Life,Debby Boone,https://genius.com/Debby-boone-you-light-up-my-life-lyrics
197804,1978,4,Stayin' Alive,Bee Gees,https://genius.com/Bee-gees-stayin-alive-lyrics
197805,1978,5,Kiss You All Over,Exile,https://genius.com/Exile-band-kiss-you-all-over-lyrics
197806,1978,6,How Deep Is Your Love,Bee Gees,https://genius.com/Bee-gees-how-deep-is-your-love-lyrics
197807,1978,7,Baby Come Back,Player,https://genius.com/Player-baby-come-back-lyrics
197808,1978,8,(Love Is) Thicker Than Water,Andy Gibb,https://genius.com/Andy-gibb-love-is-thicker-than-water-lyrics
197809,1978,9,Boogie Oogie Oogie,A Taste of Honey,https://genius.com/A-taste-of-honey-boogie-oogie-oogie-lyrics
197810,1978,10,Three Times a Lady,Commodores,https://genius.com/Commodores-three-times-a-lady-lyrics
197701,1977,1,Tonight's the Night (Gonna Be Alright),Rod Stewart,https://genius.com/Rod-stewart-tonights-the-night-gonna-be-alright-lyrics
197702,1977,2,I Just Want to Be Your Everything,Andy Gibb,https://genius.com/Andy-gibb-i-just-want-to-be-your-everything-lyrics
197703,1977,3,Best of My Love,The Emotions,https://genius.com/The-emotions-best-of-my-love-lyrics
197704,1977,4,Evergreen (Love Theme from A Star Is Born),Barbra Streisand,https://genius.com/Barbra-streisand-and-kris-kristofferson-reprise-love-theme-from-a-star-is-born-evergreen-lyrics
197705,1977,5,Angel in Your Arms,Hot,https://genius.com/Hot-girl-group-angel-in-your-arms-lyrics
197706,1977,6,I Like Dreamin',Kenny Nolan,https://genius.com/Kenny-nolan-i-like-dreamin-lyrics
197707,1977,7,Don't Leave Me This Way,Thelma Houston,https://genius.com/Thelma-houston-dont-leave-me-this-way-lyrics
197708,1977,8,(Your Love Has Lifted Me) Higher and Higher,Rita Coolidge,https://genius.com/Rita-coolidge-your-love-has-lifted-me-higher-and-higher-lyrics
197709,1977,9,Undercover Angel,Alan O'Day,https://genius.com/Alan-oday-undercover-angel-lyrics
197710,1977,10,Torn Between Two Lovers,Mary MacGregor,https://genius.com/Mary-macgregor-torn-between-two-lovers-lyrics
197601,1976,1,Silly Love Songs,Wings,https://genius.com/Paul-mccartney-and-wings-silly-love-songs-lyrics
197602,1976,2,Don't Go Breaking My Heart,Elton John & Kiki Dee,https://genius.com/Elton-john-and-kiki-dee-dont-go-breaking-my-heart-lyrics
197603,1976,3,Disco Lady,Johnnie Taylor,https://genius.com/Johnnie-taylor-disco-lady-lyrics
197604,1976,4,"December, 1963 (Oh, What a Night)",The Four Seasons,https://genius.com/The-four-seasons-december-1963-oh-what-a-night-lyrics
197605,1976,5,Play That Funky Music,Wild Cherry,https://genius.com/Wild-cherry-play-that-funky-music-lyrics
197606,1976,6,Kiss and Say Goodbye,The Manhattans,https://genius.com/The-manhattans-kiss-and-say-goodbye-lyrics
197607,1976,7,Love Machine,The Miracles,https://genius.com/The-miracles-love-machine-lyrics
197608,1976,8,50 Ways to Leave Your Lover,Paul Simon,https://genius.com/Paul-simon-50-ways-to-leave-your-lover-lyrics
197609,1976,9,Love Is Alive,Gary Wright,https://genius.com/Gary-wright-love-is-alive-lyrics
197610,1976,10,"""Sara Smile""",Hall & Oates,https://genius.com/Hall-and-oates-sara-smile-lyrics
197501,1975,1,Love Will Keep Us Together,Captain & Tennille,https://genius.com/Captain-and-tennille-love-will-keep-us-together-lyrics
197502,1975,2,Rhinestone Cowboy,Glen Campbell,https://genius.com/Glen-campbell-rhinestone-cowboy-lyrics
197503,1975,3,Philadelphia Freedom,Elton John,https://genius.com/Elton-john-philadelphia-freedom-lyrics
197504,1975,4,My Eyes Adored You,Frankie Valli,https://genius.com/Frankie-valli-my-eyes-adored-you-lyrics
197505,1975,5,Some Kind of Wonderful,Grand Funk,https://genius.com/Grand-funk-railroad-some-kind-of-wonderful-lyrics
197506,1975,6,Shining Star,"Earth, Wind & Fire",https://genius.com/Earth-wind-and-fire-shining-star-lyrics
197507,1975,7,Fame,David Bowie,https://genius.com/David-bowie-fame-lyrics
197508,1975,8,Laughter in the Rain,Neil Sedaka,https://genius.com/Neil-sedaka-laughter-in-the-rain-lyrics
197509,1975,9,One of These Nights,Eagles,https://genius.com/Eagles-one-of-these-nights-lyrics
197510,1975,10,Thank God I'm a Country Boy,John Denver,https://genius.com/John-denver-thank-god-im-a-country-boy-lyrics
197401,1974,1,The Way We Were,Barbra Streisand,https://genius.com/Barbra-streisand-the-way-we-were-lyrics
197402,1974,2,Seasons in the Sun,Terry Jacks,https://genius.com/Terry-jacks-seasons-in-the-sun-lyrics
197403,1974,3,Come and Get Your Love,Redbone,https://genius.com/Redbone-come-and-get-your-love-lyrics
197404,1974,4,Dancing Machine,The Jackson 5,https://genius.com/The-jackson-5-dancing-machine-lyrics
197405,1974,5,The Loco-Motion,Grand Funk Railroad,https://genius.com/Grand-funk-railroad-the-loco-motion-lyrics
197406,1974,6,TSOP (The Sound of Philadelphia),MFSB,https://genius.com/Mfsb-tsop-the-sound-of-philadelphia-lyrics
197407,1974,7,The Streak,Ray Stevens,https://genius.com/Ray-stevens-the-streak-lyrics
197408,1974,8,Bennie and the Jets,Elton John,https://genius.com/Elton-john-bennie-and-the-jets-lyrics
197409,1974,9,One Hell of a Woman,Mac Davis,https://www.azlyrics.com/lyrics/macdavis/onehellofawoman.html
197410,1974,10,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,https://genius.com/Aretha-franklin-until-you-come-back-to-me-thats-what-im-gonna-do-lyrics
197301,1973,1,Tie a Yellow Ribbon Round the Ole Oak Tree,Tony Orlando and Dawn,https://genius.com/Tony-orlando-and-dawn-tie-a-yellow-ribbon-round-the-ole-oak-tree-lyrics
197302,1973,2,"Bad, Bad Leroy Brown",Jim Croce,https://genius.com/Jim-croce-bad-bad-leroy-brown-lyrics
197303,1973,3,Killing Me Softly with His Song,Roberta Flack,https://genius.com/Roberta-flack-killing-me-softly-with-his-song-lyrics
197304,1973,4,Let's Get It On,Marvin Gaye,https://genius.com/Marvin-gaye-lets-get-it-on-lyrics
197305,1973,5,My Love,Paul McCartney & Wings,https://genius.com/Paul-mccartney-and-wings-my-love-lyrics
197306,1973,6,Why Me,Kris Kristofferson,https://genius.com/Kris-kristofferson-why-me-lyrics
197307,1973,7,Crocodile Rock,Elton John,https://genius.com/Elton-john-crocodile-rock-lyrics
197308,1973,8,Will It Go Round in Circles,Billy Preston,https://genius.com/Billy-preston-will-it-go-round-in-circles-lyrics
197309,1973,9,You're So Vain,Carly Simon,https://genius.com/Carly-simon-youre-so-vain-lyrics
197310,1973,10,Touch Me in the Morning,Diana Ross,https://genius.com/Diana-ross-touch-me-in-the-morning-lyrics
197201,1972,1,The First Time Ever I Saw Your Face,Roberta Flack,https://genius.com/Roberta-flack-the-first-time-ever-i-saw-your-face-lyrics
197202,1972,2,Alone Again (Naturally),Gilbert O'Sullivan,https://genius.com/Gilbert-osullivan-alone-again-naturally-lyrics
197203,1972,3,American Pie,Don McLean,https://genius.com/Don-mclean-american-pie-lyrics
197204,1972,4,Without You,Harry Nilsson,https://genius.com/Harry-nilsson-without-you-lyrics
197205,1972,5,The Candy Man,Sammy Davis Jr.,https://genius.com/Sammy-davis-jr-the-candy-man-lyrics
197206,1972,6,I Gotcha,Joe Tex,https://genius.com/Joe-tex-i-gotcha-lyrics
197207,1972,7,Lean on Me,Bill Withers,https://genius.com/Bill-withers-lean-on-me-lyrics
197208,1972,8,"Baby, Don't Get Hooked on Me",Mac Davis,https://genius.com/Mac-davis-baby-dont-get-hooked-on-me-lyrics
197209,1972,9,Brand New Key,Melanie,https://genius.com/Melanie-brand-new-key-lyrics
197210,1972,10,Daddy Don't You Walk So Fast,Wayne Newton,https://genius.com/Wayne-newton-daddy-dont-you-walk-so-fast-lyrics
197101,1971,1,Joy to the World,Three Dog Night,https://genius.com/Three-dog-night-joy-to-the-world-lyrics
197102,1971,2,Maggie May/Reason to Believe,Rod Stewart,https://genius.com/Rod-stewart-maggie-may-lyrics
197103,1971,3,It's Too Late/I Feel the Earth Move,Carole King,https://genius.com/Carole-king-its-too-late-lyrics
197104,1971,4,One Bad Apple,The Osmonds,https://genius.com/The-osmonds-one-bad-apple-lyrics
197105,1971,5,How Can You Mend a Broken Heart,Bee Gees,https://genius.com/Bee-gees-how-can-you-mend-a-broken-heart-lyrics
197106,1971,6,Indian Reservation (The Lament of the Cherokee Reservation Indian),Raiders,https://genius.com/Paul-revere-and-the-raiders-indian-reservation-the-lament-of-the-cherokee-reservation-indian-lyrics
197107,1971,7,Go Away Little Girl,Donny Osmond,https://genius.com/Donny-osmond-go-away-little-girl-lyrics
197108,1971,8,"Take Me Home, Country Roads",John Denver,https://genius.com/John-denver-take-me-home-country-roads-lyrics
197109,1971,9,Just My Imagination (Running Away with Me),The Temptations,https://genius.com/The-temptations-just-my-imagination-running-away-with-me-lyrics
197110,1971,10,Knock Three Times,Tony Orlando and Dawn,https://genius.com/Tony-orlando-and-dawn-knock-three-times-lyrics
197001,1970,1,Bridge Over Troubled Water,Simon & Garfunkel,https://genius.com/Simon-and-garfunkel-bridge-over-troubled-water-lyrics
197002,1970,2,(They Long to Be) Close to You,The Carpenters,https://genius.com/Carpenters-they-long-to-be-close-to-you-lyrics
197003,1970,3,American Woman,The Guess Who,https://genius.com/The-guess-who-american-woman-lyrics
197004,1970,4,Raindrops Keep Fallin' on My Head,B.J. Thomas,https://genius.com/Bj-thomas-raindrops-keep-fallin-on-my-head-lyrics
197005,1970,5,War,Edwin Starr,https://genius.com/Edwin-starr-war-lyrics
197006,1970,6,Ain't No Mountain High Enough,Diana Ross,https://genius.com/Diana-ross-aint-no-mountain-high-enough-lyrics
197007,1970,7,I'll Be There,The Jackson 5,https://genius.com/The-jackson-5-ill-be-there-lyrics
197008,1970,8,Get Ready,Rare Earth,https://genius.com/Rare-earth-get-ready-lyrics
197009,1970,9,Let It Be,The Beatles,https://genius.com/The-beatles-let-it-be-lyrics
197010,1970,10,Band of Gold,Freda Payne,https://genius.com/Freda-payne-band-of-gold-lyrics
